# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -20117 9 1770 1048579 15660626 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/manual-testing-complete/annotatable/e13a327cc54f4e56bda64c5e9627edd1.728bf9abd8f1.xml
DUPTYPE_WITHIN_SAME_TREE -20117 9 1770 1048579 15660625 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/manual-testing-complete/annotatable/0edc5e96bacc449eaae9fe8b5be75994.728bf9abd8f1.xml
DUPTYPE_WITHIN_SAME_TREE -20117 9 1770 1048579 15660624 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/manual-testing-complete/annotatable/0f9fc83830694ffc8fead4fcf7aa8d39.xml
DUPTYPE_WITHIN_SAME_TREE -20117 9 1770 1048579 15660619 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/manual-testing-complete/annotatable/e13a327cc54f4e56bda64c5e9627edd1.xml
DUPTYPE_FIRST_OCCURRENCE 10173 5 1771 1048579 19503027 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_borders.14aedc8584c9.scss
DUPTYPE_WITHIN_SAME_TREE -10173 5 1771 1048579 19499136 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_borders.scss
DUPTYPE_WITHIN_SAME_TREE -10173 5 1771 1048579 19471408 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/bootstrap/scss/utilities/_borders.14aedc8584c9.scss
DUPTYPE_WITHIN_SAME_TREE -10173 5 1771 1048579 19471272 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/bootstrap/scss/utilities/_borders.scss
DUPTYPE_FIRST_OCCURRENCE 6753 4 1772 1048579 19419767 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/HKm314-B5-H.6cef006196f7.bcmap
DUPTYPE_WITHIN_SAME_TREE -6753 9 1772 1048579 23662534 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/HKm314-B5-H.6cef006196f7.bcmap
DUPTYPE_WITHIN_SAME_TREE -6753 10 1772 1048579 34248466 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/HKm314-B5-H.6cef006196f7.bcmap
DUPTYPE_WITHIN_SAME_TREE -6753 10 1772 1048579 34248324 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/HKm314-B5-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6753 5 1772 1048579 20919375 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/HKm314-B5-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6753 9 1772 1048579 23662360 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/HKm314-B5-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6753 5 1772 1048579 20919544 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/HKm314-B5-H.6cef006196f7.bcmap
DUPTYPE_WITHIN_SAME_TREE -6753 4 1772 1048579 19417191 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/HKm314-B5-H.bcmap
DUPTYPE_FIRST_OCCURRENCE 4835 3 1775 1048579 19420151 5 /openedx/staticfiles/js/student_account/models/LoginModel.2d7af6e01515.js
DUPTYPE_WITHIN_SAME_TREE -4835 3 1775 1048579 19418832 5 /openedx/staticfiles/js/student_account/models/LoginModel.js
DUPTYPE_FIRST_OCCURRENCE 13801 6 1775 1048579 19433879 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/DataTable/DropdownFilters.65bd27098a1a.jsx
DUPTYPE_WITHIN_SAME_TREE -13801 6 1775 1048579 19430602 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/DataTable/DropdownFilters.jsx
DUPTYPE_FIRST_OCCURRENCE 8269 4 1776 1048579 19509987 5 /openedx/staticfiles/js/bower/jquery/src/dimensions.3606c43a5319.js
DUPTYPE_WITHIN_SAME_TREE -8269 9 1776 1048579 21383607 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/dimensions.js
DUPTYPE_WITHIN_SAME_TREE -8269 5 1776 1048579 28906386 5 /openedx/staticfiles/studio/js/bower/jquery/src/dimensions.js
DUPTYPE_WITHIN_SAME_TREE -8269 5 1776 1048579 28906409 5 /openedx/staticfiles/studio/js/bower/jquery/src/dimensions.3606c43a5319.js
DUPTYPE_WITHIN_SAME_TREE -8269 8 1776 1048579 19758211 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/dimensions.3606c43a5319.js
DUPTYPE_WITHIN_SAME_TREE -8269 8 1776 1048579 19756242 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/dimensions.js
DUPTYPE_WITHIN_SAME_TREE -8269 4 1776 1048579 19506262 5 /openedx/staticfiles/js/bower/jquery/src/dimensions.js
DUPTYPE_WITHIN_SAME_TREE -8269 9 1776 1048579 21383919 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/dimensions.3606c43a5319.js
DUPTYPE_FIRST_OCCURRENCE 6667 4 1780 1048579 19419763 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/CNS-EUC-H.25edb8902ccd.bcmap
DUPTYPE_WITHIN_SAME_TREE -6667 5 1780 1048579 20919540 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/CNS-EUC-H.25edb8902ccd.bcmap
DUPTYPE_WITHIN_SAME_TREE -6667 10 1780 1048579 34248320 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/CNS-EUC-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6667 9 1780 1048579 23662356 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/CNS-EUC-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6667 9 1780 1048579 23662530 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/CNS-EUC-H.25edb8902ccd.bcmap
DUPTYPE_WITHIN_SAME_TREE -6667 10 1780 1048579 34248462 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/CNS-EUC-H.25edb8902ccd.bcmap
DUPTYPE_WITHIN_SAME_TREE -6667 5 1780 1048579 20919371 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/CNS-EUC-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6667 4 1780 1048579 19417183 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/CNS-EUC-H.bcmap
DUPTYPE_FIRST_OCCURRENCE 8633 4 1781 1048579 19503597 5 /openedx/staticfiles/studio-frontend/src/components/CopyButton/CopyButton.test.4df4180c07c7.jsx
DUPTYPE_WITHIN_SAME_TREE -8633 4 1781 1048579 19501102 5 /openedx/staticfiles/studio-frontend/src/components/CopyButton/CopyButton.test.jsx
DUPTYPE_FIRST_OCCURRENCE 12563 5 1783 1048579 19503390 5 /openedx/staticfiles/wiki/markitup/skins/markitup/images/bg-editor-markdown.b02ba41d8678.png
DUPTYPE_WITHIN_SAME_TREE -12563 5 1783 1048579 19502354 5 /openedx/staticfiles/wiki/markitup/skins/markitup/images/bg-editor-markdown.png
DUPTYPE_WITHIN_SAME_TREE -12563 6 1783 1048579 32585332 5 /openedx/staticfiles/studio/wiki/markitup/skins/markitup/images/bg-editor-markdown.png
DUPTYPE_WITHIN_SAME_TREE -12563 6 1783 1048579 32585346 5 /openedx/staticfiles/studio/wiki/markitup/skins/markitup/images/bg-editor-markdown.b02ba41d8678.png
DUPTYPE_FIRST_OCCURRENCE 15701 6 1785 1048579 19690312 5 /openedx/staticfiles/xblock/resources/recommender/translations/he/LC_MESSAGES/text.5a29b234b2d9.mo
DUPTYPE_WITHIN_SAME_TREE -15701 7 1785 1048579 5434173 5 /openedx/staticfiles/studio/xblock/resources/recommender/translations/he/LC_MESSAGES/text.5a29b234b2d9.mo
DUPTYPE_WITHIN_SAME_TREE -15701 6 1785 1048579 19690117 5 /openedx/staticfiles/xblock/resources/recommender/translations/he/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -15701 7 1785 1048579 5434171 5 /openedx/staticfiles/studio/xblock/resources/recommender/translations/he/LC_MESSAGES/text.mo
DUPTYPE_FIRST_OCCURRENCE 1083 1 1788 1048579 19420804 5 /openedx/staticfiles/js/bootstrap-transition.0e4db9fd7cd1.js
DUPTYPE_WITHIN_SAME_TREE -1083 1 1788 1048579 19418169 5 /openedx/staticfiles/js/bootstrap-transition.js
DUPTYPE_FIRST_OCCURRENCE 20409 8 1789 1048579 19849935 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/scoreable/about/overview.e0d26a94b5a4.html
DUPTYPE_WITHIN_SAME_TREE -20409 8 1789 1048579 19849693 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/scoreable/about/overview.html
DUPTYPE_WITHIN_SAME_TREE -20409 9 1789 1048579 13527351 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/scoreable/about/overview.html
DUPTYPE_WITHIN_SAME_TREE -20409 9 1789 1048579 13527352 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/scoreable/about/overview.e0d26a94b5a4.html
DUPTYPE_FIRST_OCCURRENCE 12875 5 1790 1048579 22127652 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/templates/problem/imageresponse.11521d3843cd.yaml
DUPTYPE_WITHIN_SAME_TREE -12875 6 1790 1048579 18282424 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/templates/problem/imageresponse.11521d3843cd.yaml
DUPTYPE_WITHIN_SAME_TREE -12875 6 1790 1048579 18280931 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/templates/problem/imageresponse.yaml
DUPTYPE_WITHIN_SAME_TREE -12875 5 1790 1048579 22127626 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/templates/problem/imageresponse.yaml
DUPTYPE_FIRST_OCCURRENCE 8627 4 1795 1048579 19503570 5 /openedx/staticfiles/studio-frontend/src/components/BackendStatusBanner/index.0639e40fffa9.jsx
DUPTYPE_WITHIN_SAME_TREE -8627 4 1795 1048579 19501069 5 /openedx/staticfiles/studio-frontend/src/components/BackendStatusBanner/index.jsx
DUPTYPE_FIRST_OCCURRENCE 1769 2 1798 1048579 19494802 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/build/_cookie-policy-banner.83d2e80d39a1.css
DUPTYPE_WITHIN_SAME_TREE -1769 2 1798 1048579 19493190 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/build/_cookie-policy-banner.css
DUPTYPE_FIRST_OCCURRENCE 4475 3 1802 1048579 19420175 5 /openedx/staticfiles/js/edxnotes/models/note.6c2a5f787fd8.js
DUPTYPE_WITHIN_SAME_TREE -4475 3 1802 1048579 19418925 5 /openedx/staticfiles/js/edxnotes/models/note.js
DUPTYPE_FIRST_OCCURRENCE 1483 2 1803 1048579 19503868 5 /openedx/staticfiles/admin/js/collapse.f84e7410290f.js
DUPTYPE_WITHIN_SAME_TREE -1483 3 1803 1048579 188115 5 /openedx/staticfiles/studio/admin/js/collapse.js
DUPTYPE_WITHIN_SAME_TREE -1483 3 1803 1048579 188131 5 /openedx/staticfiles/studio/admin/js/collapse.f84e7410290f.js
DUPTYPE_WITHIN_SAME_TREE -1483 2 1803 1048579 19502427 5 /openedx/staticfiles/admin/js/collapse.js
DUPTYPE_FIRST_OCCURRENCE 5063 3 1805 1048579 19503692 5 /openedx/staticfiles/paragon/src/CheckBox/CheckBox.stories.d603cd853767.jsx
DUPTYPE_WITHIN_SAME_TREE -5063 3 1805 1048579 19501272 5 /openedx/staticfiles/paragon/src/CheckBox/CheckBox.stories.jsx
DUPTYPE_FIRST_OCCURRENCE 5741 3 1806 1048579 29231384 5 /openedx/staticfiles/studio/js/factories/manage_users_lib.d09d7ec64f6f.js
DUPTYPE_WITHIN_SAME_TREE -5741 3 1806 1048579 29231271 5 /openedx/staticfiles/studio/js/factories/manage_users_lib.js
DUPTYPE_FIRST_OCCURRENCE 8315 4 1807 1048579 19510022 5 /openedx/staticfiles/js/bower/sinon/test/extend-test.07ba73b80e22.js
DUPTYPE_WITHIN_SAME_TREE -8315 4 1807 1048579 19506803 5 /openedx/staticfiles/js/bower/sinon/test/extend-test.js
DUPTYPE_WITHIN_SAME_TREE -8315 5 1807 1048579 802632 5 /openedx/staticfiles/studio/js/bower/sinon/test/extend-test.js
DUPTYPE_WITHIN_SAME_TREE -8315 8 1807 1048579 19773760 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/test/extend-test.07ba73b80e22.js
DUPTYPE_WITHIN_SAME_TREE -8315 8 1807 1048579 19773086 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/test/extend-test.js
DUPTYPE_WITHIN_SAME_TREE -8315 9 1807 1048579 2961843 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/test/extend-test.js
DUPTYPE_WITHIN_SAME_TREE -8315 9 1807 1048579 2961864 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/test/extend-test.07ba73b80e22.js
DUPTYPE_WITHIN_SAME_TREE -8315 5 1807 1048579 802654 5 /openedx/staticfiles/studio/js/bower/sinon/test/extend-test.07ba73b80e22.js
DUPTYPE_FIRST_OCCURRENCE 4413 3 1815 1048579 19420048 5 /openedx/staticfiles/js/certificates/factories/certificate_allowlist_factory.4c663e760294.js
DUPTYPE_WITHIN_SAME_TREE -4413 3 1815 1048579 19418320 5 /openedx/staticfiles/js/certificates/factories/certificate_allowlist_factory.js
DUPTYPE_FIRST_OCCURRENCE 3913 3 1816 1048579 19412683 5 /openedx/staticfiles/common/js/discussion/mathjax_include.84e11eb982bf.js
DUPTYPE_WITHIN_SAME_TREE -3913 4 1816 1048579 27189747 5 /openedx/staticfiles/studio/common/js/discussion/mathjax_include.js
DUPTYPE_WITHIN_SAME_TREE -3913 4 1816 1048579 27189811 5 /openedx/staticfiles/studio/common/js/discussion/mathjax_include.84e11eb982bf.js
DUPTYPE_WITHIN_SAME_TREE -3913 9 1816 1048579 2483505 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/common/js/discussion/mathjax_include.84e11eb982bf.js
DUPTYPE_WITHIN_SAME_TREE -3913 3 1816 1048579 19411043 5 /openedx/staticfiles/common/js/discussion/mathjax_include.js
DUPTYPE_WITHIN_SAME_TREE -3913 8 1816 1048579 5552169 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/common/js/discussion/mathjax_include.84e11eb982bf.js
DUPTYPE_WITHIN_SAME_TREE -3913 9 1816 1048579 2483500 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/common/js/discussion/mathjax_include.js
DUPTYPE_WITHIN_SAME_TREE -3913 8 1816 1048579 5552153 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/common/js/discussion/mathjax_include.js
DUPTYPE_FIRST_OCCURRENCE 5807 3 1819 1048579 27960526 5 /openedx/staticfiles/studio/js/models/xblock_validation.cc7749f7cb6d.js
DUPTYPE_WITHIN_SAME_TREE -5807 3 1819 1048579 27960453 5 /openedx/staticfiles/studio/js/models/xblock_validation.js
DUPTYPE_FIRST_OCCURRENCE 5317 3 1819 1048579 19503668 5 /openedx/staticfiles/studio-frontend/src/utils/rewriteStaticLinks.test.ccaa81f30830.js
DUPTYPE_WITHIN_SAME_TREE -5317 3 1819 1048579 19500936 5 /openedx/staticfiles/studio-frontend/src/utils/rewriteStaticLinks.test.js
DUPTYPE_FIRST_OCCURRENCE 3441 2 1821 1048579 19412949 5 /openedx/staticfiles/templates/discussion/_discussion_inline.3e6ca335a138.html
DUPTYPE_WITHIN_SAME_TREE -3441 2 1821 1048579 19410043 5 /openedx/staticfiles/templates/discussion/_discussion_inline.html
DUPTYPE_FIRST_OCCURRENCE 1771 2 1821 1048579 19494808 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/build/_cookie-policy-banner.f25d851f14fb.scss
DUPTYPE_WITHIN_SAME_TREE -1771 3 1821 1048579 19494781 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/build/CookiePolicyBanner/_cookie-policy-banner.f25d851f14fb.scss
DUPTYPE_WITHIN_SAME_TREE -1771 2 1821 1048579 19493220 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/build/_cookie-policy-banner.scss
DUPTYPE_WITHIN_SAME_TREE -1771 3 1821 1048579 19493241 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/build/CookiePolicyBanner/_cookie-policy-banner.scss
DUPTYPE_FIRST_OCCURRENCE 1809 2 1821 1048579 19420574 5 /openedx/staticfiles/images/bulk_email/YoutubeIcon.61d89e1feacd.png
DUPTYPE_WITHIN_SAME_TREE -1809 2 1821 1048579 19418019 5 /openedx/staticfiles/images/bulk_email/YoutubeIcon.png
DUPTYPE_FIRST_OCCURRENCE 8195 4 1822 1048579 19434272 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/type-fest/source/spread.d.010366ea919f.ts
DUPTYPE_WITHIN_SAME_TREE -8195 4 1822 1048579 19431436 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/type-fest/source/spread.d.ts
DUPTYPE_FIRST_OCCURRENCE 5977 3 1823 1048579 29258323 5 /openedx/staticfiles/studio/js/views/course_highlights_enable.93747c6b16d2.js
DUPTYPE_WITHIN_SAME_TREE -5977 3 1823 1048579 29258033 5 /openedx/staticfiles/studio/js/views/course_highlights_enable.js
DUPTYPE_FIRST_OCCURRENCE 7205 4 1823 1048579 19503412 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/_pagination.3981c7395c92.scss
DUPTYPE_WITHIN_SAME_TREE -7205 4 1823 1048579 19498898 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/_pagination.scss
DUPTYPE_WITHIN_SAME_TREE -7205 4 1823 1048579 19471573 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/bootstrap/scss/_pagination.3981c7395c92.scss
DUPTYPE_WITHIN_SAME_TREE -7205 4 1823 1048579 19471157 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/bootstrap/scss/_pagination.scss
DUPTYPE_FIRST_OCCURRENCE 8661 4 1823 1048579 19503541 5 /openedx/staticfiles/studio-frontend/src/components/CourseOutlineStatus/displayMessages.72b7ee8abccf.jsx
DUPTYPE_WITHIN_SAME_TREE -8661 4 1823 1048579 19501033 5 /openedx/staticfiles/studio-frontend/src/components/CourseOutlineStatus/displayMessages.jsx
DUPTYPE_FIRST_OCCURRENCE 7439 4 1825 1048579 19434434 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/cjs/addEventListener.cd378857a031.js
DUPTYPE_WITHIN_SAME_TREE -7439 4 1825 1048579 19431613 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/cjs/addEventListener.js
DUPTYPE_FIRST_OCCURRENCE 10113 5 1828 1048579 19503035 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_border-radius.b1fe7aa86dc0.scss
DUPTYPE_WITHIN_SAME_TREE -10113 5 1828 1048579 19471417 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/bootstrap/scss/mixins/_border-radius.b1fe7aa86dc0.scss
DUPTYPE_WITHIN_SAME_TREE -10113 5 1828 1048579 19471282 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/bootstrap/scss/mixins/_border-radius.scss
DUPTYPE_WITHIN_SAME_TREE -10113 5 1828 1048579 19499159 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_border-radius.scss
DUPTYPE_FIRST_OCCURRENCE 6773 4 1831 1048579 19419794 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/KSC-H.858801396e70.bcmap
DUPTYPE_WITHIN_SAME_TREE -6773 5 1831 1048579 20919402 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/KSC-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6773 4 1831 1048579 19417224 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/KSC-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6773 10 1831 1048579 34248351 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/KSC-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6773 9 1831 1048579 23662387 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/KSC-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6773 5 1831 1048579 20919571 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/KSC-H.858801396e70.bcmap
DUPTYPE_WITHIN_SAME_TREE -6773 9 1831 1048579 23662561 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/KSC-H.858801396e70.bcmap
DUPTYPE_WITHIN_SAME_TREE -6773 10 1831 1048579 34248493 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/KSC-H.858801396e70.bcmap
DUPTYPE_FIRST_OCCURRENCE 1543 2 1831 1048579 19420520 5 /openedx/staticfiles/certificates/images/ico-mozillaopenbadges.22f38786b918.png
DUPTYPE_WITHIN_SAME_TREE -1543 2 1831 1048579 19417630 5 /openedx/staticfiles/certificates/images/ico-mozillaopenbadges.png
DUPTYPE_FIRST_OCCURRENCE 13093 6 1832 1048579 19433967 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/dist/Collapsible/CollapsibleVisible.js.6b0674451fcf.map
DUPTYPE_WITHIN_SAME_TREE -13093 6 1832 1048579 19431122 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/dist/Collapsible/CollapsibleVisible.js.map
DUPTYPE_FIRST_OCCURRENCE 317 1 1834 1048579 19510420 5 /openedx/staticfiles/dist/openassessment-editor-textarea.2774cf3b7c8fadda4341.2f46d0db39e4.js
DUPTYPE_WITHIN_SAME_TREE -317 1 1834 1048579 19506207 5 /openedx/staticfiles/dist/openassessment-editor-textarea.2774cf3b7c8fadda4341.js
DUPTYPE_WITHIN_SAME_TREE -317 5 1834 1048579 19719626 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/dist/openassessment-editor-textarea.2774cf3b7c8fadda4341.2f46d0db39e4.js
DUPTYPE_WITHIN_SAME_TREE -317 6 1834 1048579 5302195 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/dist/openassessment-editor-textarea.2774cf3b7c8fadda4341.2f46d0db39e4.js
DUPTYPE_WITHIN_SAME_TREE -317 5 1834 1048579 19714842 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/dist/openassessment-editor-textarea.2774cf3b7c8fadda4341.js
DUPTYPE_WITHIN_SAME_TREE -317 2 1834 1048579 32717186 5 /openedx/staticfiles/studio/dist/openassessment-editor-textarea.2774cf3b7c8fadda4341.js
DUPTYPE_WITHIN_SAME_TREE -317 2 1834 1048579 32717279 5 /openedx/staticfiles/studio/dist/openassessment-editor-textarea.2774cf3b7c8fadda4341.2f46d0db39e4.js
DUPTYPE_WITHIN_SAME_TREE -317 6 1834 1048579 5302176 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/dist/openassessment-editor-textarea.2774cf3b7c8fadda4341.js
DUPTYPE_FIRST_OCCURRENCE 1811 2 1835 1048579 19420577 5 /openedx/staticfiles/images/bulk_email/YoutubeIcon_gray.d5488326d624.png
DUPTYPE_WITHIN_SAME_TREE -1811 2 1835 1048579 19418025 5 /openedx/staticfiles/images/bulk_email/YoutubeIcon_gray.png
DUPTYPE_FIRST_OCCURRENCE 15487 6 1842 1048579 19794590 5 /openedx/staticfiles/xblock/resources/edx_sga/locale/fake2/LC_MESSAGES/djangojs.8e7b60b5a5e6.po
DUPTYPE_WITHIN_SAME_TREE -15487 7 1842 1048579 3225323 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/locale/fake2/LC_MESSAGES/djangojs.po
DUPTYPE_WITHIN_SAME_TREE -15487 7 1842 1048579 3225413 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/locale/fake2/LC_MESSAGES/djangojs.8e7b60b5a5e6.po
DUPTYPE_WITHIN_SAME_TREE -15487 6 1842 1048579 19793580 5 /openedx/staticfiles/xblock/resources/edx_sga/locale/fake2/LC_MESSAGES/djangojs.po
DUPTYPE_FIRST_OCCURRENCE 15480 6 1846 1048579 19794583 5 /openedx/staticfiles/xblock/resources/edx_sga/locale/eo/LC_MESSAGES/djangojs.7026f9f8743d.mo
DUPTYPE_WITHIN_SAME_TREE -15480 6 1846 1048579 19792690 5 /openedx/staticfiles/xblock/resources/edx_sga/locale/eo/LC_MESSAGES/djangojs.mo
DUPTYPE_WITHIN_SAME_TREE -15480 7 1846 1048579 3196001 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/locale/eo/LC_MESSAGES/djangojs.mo
DUPTYPE_WITHIN_SAME_TREE -15480 7 1846 1048579 3196006 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/locale/eo/LC_MESSAGES/djangojs.7026f9f8743d.mo
DUPTYPE_FIRST_OCCURRENCE 8211 4 1846 1048579 19434273 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/type-fest/source/writable.d.faaf38cb5794.ts
DUPTYPE_WITHIN_SAME_TREE -8211 4 1846 1048579 19431437 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/type-fest/source/writable.d.ts
DUPTYPE_FIRST_OCCURRENCE 13055 6 1847 1048579 19433934 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/dist/Avatar/index.js.4347660467ec.map
DUPTYPE_WITHIN_SAME_TREE -13055 6 1847 1048579 19431008 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/dist/Avatar/index.js.map
DUPTYPE_FIRST_OCCURRENCE 6769 4 1848 1048579 19419725 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/KSC-EUC-H.28a11b2394ff.bcmap
DUPTYPE_WITHIN_SAME_TREE -6769 5 1848 1048579 20919333 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/KSC-EUC-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6769 10 1848 1048579 34248282 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/KSC-EUC-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6769 10 1848 1048579 34248253 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/KSC-EUC-H.28a11b2394ff.bcmap
DUPTYPE_WITHIN_SAME_TREE -6769 5 1848 1048579 20919502 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/KSC-EUC-H.28a11b2394ff.bcmap
